DATE,CPIAUCSL,PCEPI,CPILFESL,PCEPILFE
1950-01-01,23.51,.,.,.
1950-02-01,23.61,.,.,.
1950-03-01,23.64,.,.,.
1950-04-01,23.65,.,.,.
1950-05-01,23.77,.,.,.
1950-06-01,23.88,.,.,.
1950-07-01,24.07,.,.,.
1950-08-01,24.2,.,.,.
1950-09-01,24.34,.,.,.
1950-10-01,24.5,.,.,.
1950-11-01,24.6,.,.,.
1950-12-01,24.98,.,.,.
1951-01-01,25.38,.,.,.
1951-02-01,25.83,.,.,.
1951-03-01,25.88,.,.,.
1951-04-01,25.92,.,.,.
1951-05-01,25.99,.,.,.
1951-06-01,25.93,.,.,.
1951-07-01,25.91,.,.,.
1951-08-01,25.86,.,.,.
1951-09-01,26.03,.,.,.
1951-10-01,26.16,.,.,.
1951-11-01,26.32,.,.,.
1951-12-01,26.47,.,.,.
1952-01-01,26.45,.,.,.
1952-02-01,26.41,.,.,.
1952-03-01,26.39,.,.,.
1952-04-01,26.46,.,.,.
1952-05-01,26.47,.,.,.
1952-06-01,26.53,.,.,.
1952-07-01,26.68,.,.,.
1952-08-01,26.69,.,.,.
1952-09-01,26.63,.,.,.
1952-10-01,26.69,.,.,.
1952-11-01,26.69,.,.,.
1952-12-01,26.71,.,.,.
1953-01-01,26.64,.,.,.
1953-02-01,26.59,.,.,.
1953-03-01,26.63,.,.,.
1953-04-01,26.69,.,.,.
1953-05-01,26.7,.,.,.
1953-06-01,26.77,.,.,.
1953-07-01,26.79,.,.,.
1953-08-01,26.85,.,.,.
1953-09-01,26.89,.,.,.
1953-10-01,26.95,.,.,.
1953-11-01,26.85,.,.,.
1953-12-01,26.87,.,.,.
1954-01-01,26.94,.,.,.
1954-02-01,26.99,.,.,.
1954-03-01,26.93,.,.,.
1954-04-01,26.86,.,.,.
1954-05-01,26.93,.,.,.
1954-06-01,26.94,.,.,.
1954-07-01,26.86,.,.,.
1954-08-01,26.85,.,.,.
1954-09-01,26.81,.,.,.
1954-10-01,26.72,.,.,.
1954-11-01,26.78,.,.,.
1954-12-01,26.77,.,.,.
1955-01-01,26.77,.,.,.
1955-02-01,26.82,.,.,.
1955-03-01,26.79,.,.,.
1955-04-01,26.79,.,.,.
1955-05-01,26.77,.,.,.
1955-06-01,26.71,.,.,.
1955-07-01,26.76,.,.,.
1955-08-01,26.72,.,.,.
1955-09-01,26.85,.,.,.
1955-10-01,26.82,.,.,.
1955-11-01,26.88,.,.,.
1955-12-01,26.87,.,.,.
1956-01-01,26.83,.,.,.
1956-02-01,26.86,.,.,.
1956-03-01,26.89,.,.,.
1956-04-01,26.93,.,.,.
1956-05-01,27.03,.,.,.
1956-06-01,27.15,.,.,.
1956-07-01,27.29,.,.,.
1956-08-01,27.31,.,.,.
1956-09-01,27.35,.,.,.
1956-10-01,27.51,.,.,.
1956-11-01,27.51,.,.,.
1956-12-01,27.63,.,.,.
1957-01-01,27.67,.,28.5,.
1957-02-01,27.8,.,28.6,.
1957-03-01,27.86,.,28.7,.
1957-04-01,27.93,.,28.8,.
1957-05-01,28.0,.,28.8,.
1957-06-01,28.11,.,28.9,.
1957-07-01,28.19,.,29,.
1957-08-01,28.28,.,29,.
1957-09-01,28.32,.,29.1,.
1957-10-01,28.32,.,29.2,.
1957-11-01,28.41,.,29.3,.
1957-12-01,28.47,.,29.3,.
1958-01-01,28.64,.,29.3,.
1958-02-01,28.7,.,29.4,.
1958-03-01,28.87,.,29.5,.
1958-04-01,28.94,.,29.5,.
1958-05-01,28.94,.,29.5,.
1958-06-01,28.91,.,29.6,.
1958-07-01,28.89,.,29.6,.
1958-08-01,28.94,.,29.6,.
1958-09-01,28.91,.,29.7,.
1958-10-01,28.91,.,29.7,.
1958-11-01,28.95,.,29.8,.
1958-12-01,28.97,.,29.9,.
1959-01-01,29.01,16.042,29.9,16.688
1959-02-01,29.0,16.057,29.9,16.701
1959-03-01,28.97,16.068,30,16.719
1959-04-01,28.98,16.1,30,16.762
1959-05-01,29.04,16.109,30.1,16.783
1959-06-01,29.11,16.155,30.2,16.832
1959-07-01,29.15,16.189,30.2,16.871
1959-08-01,29.18,16.212,30.2,16.899
1959-09-01,29.25,16.255,30.3,16.943
1959-10-01,29.35,16.294,30.4,16.972
1959-11-01,29.35,16.304,30.4,17.003
1959-12-01,29.41,16.323,30.5,17.029
1960-01-01,29.37,16.314,30.5,17.033
1960-02-01,29.41,16.331,30.6,17.065
1960-03-01,29.41,16.34,30.6,17.067
1960-04-01,29.54,16.4,30.6,17.098
1960-05-01,29.57,16.417,30.6,17.125
1960-06-01,29.61,16.424,30.7,17.136
1960-07-01,29.55,16.453,30.6,17.166
1960-08-01,29.61,16.481,30.6,17.191
1960-09-01,29.61,16.491,30.6,17.204
1960-10-01,29.75,16.51,30.8,17.214
1960-11-01,29.78,16.565,30.8,17.26
1960-12-01,29.81,16.569,30.7,17.255
1961-01-01,29.84,16.571,30.8,17.259
1961-02-01,29.84,16.587,30.8,17.276
1961-03-01,29.84,16.578,30.9,17.282
1961-04-01,29.81,16.568,30.9,17.306
1961-05-01,29.84,16.577,30.9,17.328
1961-06-01,29.84,16.585,31,17.354
1961-07-01,29.92,16.621,31,17.381
1961-08-01,29.94,16.635,31.1,17.399
1961-09-01,29.98,16.654,31.1,17.434
1961-10-01,29.98,16.652,31.1,17.44
1961-11-01,29.98,16.653,31.2,17.443
1961-12-01,30.01,16.658,31.2,17.458
1962-01-01,30.04,16.689,31.2,17.478
1962-02-01,30.11,16.734,31.2,17.507
1962-03-01,30.17,16.756,31.3,17.548
1962-04-01,30.21,16.775,31.3,17.551
1962-05-01,30.24,16.786,31.4,17.576
1962-06-01,30.21,16.796,31.4,17.608
1962-07-01,30.22,16.787,31.4,17.623
1962-08-01,30.28,16.811,31.5,17.626
1962-09-01,30.42,16.894,31.5,17.66
1962-10-01,30.38,16.876,31.5,17.659
1962-11-01,30.38,16.889,31.5,17.672
1962-12-01,30.38,16.882,31.6,17.677
1963-01-01,30.44,16.923,31.5,17.711
1963-02-01,30.48,16.941,31.6,17.731
1963-03-01,30.51,16.928,31.7,17.742
1963-04-01,30.48,16.927,31.7,17.763
1963-05-01,30.51,16.954,31.7,17.795
1963-06-01,30.61,16.991,31.8,17.826
1963-07-01,30.69,17.025,31.8,17.842
1963-08-01,30.75,17.048,31.9,17.858
1963-09-01,30.72,17.044,31.9,17.89
1963-10-01,30.75,17.078,32,17.93
1963-11-01,30.78,17.102,32,17.947
1963-12-01,30.88,17.127,32.1,17.972
1964-01-01,30.94,17.163,32.2,17.997
1964-02-01,30.91,17.188,32.2,18.031
1964-03-01,30.94,17.198,32.2,18.048
1964-04-01,30.95,17.211,32.2,18.065
1964-05-01,30.98,17.213,32.2,18.08
1964-06-01,31.01,17.237,32.3,18.093
1964-07-01,31.02,17.259,32.3,18.111
1964-08-01,31.05,17.273,32.3,18.135
1964-09-01,31.08,17.299,32.3,18.143
1964-10-01,31.12,17.31,32.4,18.149
1964-11-01,31.21,17.334,32.5,18.176
1964-12-01,31.25,17.359,32.5,18.201
1965-01-01,31.28,17.378,32.6,18.226
1965-02-01,31.28,17.385,32.6,18.248
1965-03-01,31.31,17.408,32.6,18.258
1965-04-01,31.38,17.435,32.7,18.28
1965-05-01,31.48,17.474,32.7,18.314
1965-06-01,31.61,17.525,32.7,18.309
1965-07-01,31.58,17.538,32.7,18.327
1965-08-01,31.55,17.542,32.7,18.362
1965-09-01,31.62,17.55,32.8,18.384
1965-10-01,31.65,17.556,32.8,18.377
1965-11-01,31.75,17.585,32.9,18.411
1965-12-01,31.85,17.649,33,18.467
1966-01-01,31.88,17.67,33,18.473
1966-02-01,32.08,17.743,33.1,18.518
1966-03-01,32.18,17.786,33.1,18.542
1966-04-01,32.28,17.848,33.3,18.608
1966-05-01,32.35,17.87,33.4,18.657
1966-06-01,32.38,17.915,33.5,18.718
1966-07-01,32.45,17.949,33.6,18.773
1966-08-01,32.65,18.018,33.7,18.807
1966-09-01,32.75,18.075,33.8,18.865
1966-10-01,32.85,18.123,34,18.927
1966-11-01,32.88,18.15,34,18.975
1966-12-01,32.92,18.187,34.1,19.032
1967-01-01,32.9,18.188,34.2,19.05
1967-02-01,33.0,18.209,34.2,19.084
1967-03-01,33.0,18.22,34.3,19.113
1967-04-01,33.1,18.249,34.4,19.165
1967-05-01,33.1,18.285,34.5,19.208
1967-06-01,33.3,18.343,34.6,19.257
1967-07-01,33.4,18.405,34.7,19.322
1967-08-01,33.5,18.463,34.9,19.382
1967-09-01,33.6,18.519,35,19.45
1967-10-01,33.7,18.57,35.1,19.523
1967-11-01,33.9,18.632,35.2,19.585
1967-12-01,34.0,18.661,35.4,19.633
1968-01-01,34.1,18.748,35.5,19.72
1968-02-01,34.2,18.824,35.7,19.805
1968-03-01,34.3,18.886,35.8,19.884
1968-04-01,34.4,18.945,35.9,19.957
1968-05-01,34.5,19.015,36,20.033
1968-06-01,34.7,19.075,36.2,20.111
1968-07-01,34.9,19.134,36.4,20.178
1968-08-01,35.0,19.212,36.5,20.257
1968-09-01,35.1,19.279,36.7,20.339
1968-10-01,35.3,19.364,36.9,20.422
1968-11-01,35.4,19.43,37.1,20.498
1968-12-01,35.6,19.47,37.2,20.56
1969-01-01,35.7,19.546,37.3,20.638
1969-02-01,35.8,19.595,37.6,20.709
1969-03-01,36.1,19.687,37.8,20.805
1969-04-01,36.3,19.774,38.1,20.886
1969-05-01,36.4,19.854,38.1,20.969
1969-06-01,36.6,19.95,38.3,21.041
1969-07-01,36.8,20.037,38.5,21.139
1969-08-01,36.9,20.093,38.7,21.199
1969-09-01,37.1,20.176,38.9,21.284
1969-10-01,37.3,20.245,39.1,21.375
1969-11-01,37.5,20.332,39.2,21.457
1969-12-01,37.7,20.426,39.4,21.537
1970-01-01,37.9,20.499,39.6,21.608
1970-02-01,38.1,20.58,39.8,21.691
1970-03-01,38.3,20.631,40.1,21.772
1970-04-01,38.5,20.736,40.4,21.857
1970-05-01,38.6,20.802,40.5,21.934
1970-06-01,38.8,20.856,40.8,22.014
1970-07-01,38.9,20.932,40.9,22.098
1970-08-01,39.0,20.987,41.1,22.174
1970-09-01,39.2,21.081,41.3,22.267
1970-10-01,39.4,21.185,41.5,22.376
1970-11-01,39.6,21.269,41.8,22.492
1970-12-01,39.8,21.363,42,22.605
1971-01-01,39.9,21.408,42.1,22.694
1971-02-01,39.9,21.471,42.2,22.78
1971-03-01,40.0,21.542,42.2,22.853
1971-04-01,40.1,21.626,42.4,22.939
1971-05-01,40.3,21.717,42.6,23.039
1971-06-01,40.5,21.813,42.8,23.129
1971-07-01,40.6,21.879,42.9,23.218
1971-08-01,40.7,21.942,43,23.251
1971-09-01,40.8,21.975,43,23.289
1971-10-01,40.9,22.009,43.1,23.326
1971-11-01,41.0,22.054,43.2,23.379
1971-12-01,41.1,22.141,43.3,23.452
1972-01-01,41.2,22.232,43.5,23.552
1972-02-01,41.4,22.319,43.6,23.615
1972-03-01,41.4,22.351,43.6,23.662
1972-04-01,41.5,22.386,43.8,23.717
1972-05-01,41.6,22.434,43.9,23.772
1972-06-01,41.7,22.469,44,23.819
1972-07-01,41.8,22.549,44.1,23.888
1972-08-01,41.9,22.615,44.3,23.938
1972-09-01,42.1,22.716,44.3,24.018
1972-10-01,42.2,22.741,44.4,24.032
1972-11-01,42.4,22.809,44.4,24.095
1972-12-01,42.5,22.882,44.6,24.168
1973-01-01,42.7,22.951,44.6,24.183
1973-02-01,43.0,23.072,44.8,24.259
1973-03-01,43.4,23.235,45,24.357
1973-04-01,43.7,23.408,45.1,24.498
1973-05-01,43.9,23.523,45.3,24.593
1973-06-01,44.2,23.658,45.4,24.699
1973-07-01,44.2,23.744,45.5,24.805
1973-08-01,45.0,24.017,45.7,24.921
1973-09-01,45.2,24.113,46,25.046
1973-10-01,45.6,24.249,46.3,25.143
1973-11-01,45.9,24.448,46.5,25.264
1973-12-01,46.3,24.649,46.7,25.404
1974-01-01,46.8,24.885,46.9,25.529
1974-02-01,47.3,25.175,47.2,25.692
1974-03-01,47.8,25.467,47.6,25.892
1974-04-01,48.1,25.647,47.9,26.086
1974-05-01,48.6,25.9,48.5,26.337
1974-06-01,49.0,26.119,49,26.607
1974-07-01,49.3,26.312,49.5,26.843
1974-08-01,49.9,26.587,50.2,27.101
1974-09-01,50.6,26.863,50.7,27.345
1974-10-01,51.0,27.056,51.2,27.559
1974-11-01,51.5,27.259,51.6,27.76
1974-12-01,51.9,27.474,52,27.956
1975-01-01,52.3,27.645,52.3,28.119
1975-02-01,52.6,27.795,52.8,28.318
